,author,statement,date,source,target
834,Kwasi Gyamfi,"In Pompano Beach, Florida, Somali immigrants illegally in the U.S. were in line to get driver’s licenses and “all you need to vote is a driver's license.”","August • 7,",Instagram posts,false
835,Louis Jacobson,“Violent crime was up under Donald Trump.”,"7, August 2024",Tim Walz,half-true
836,Ciara O'Rourke,President Joe Biden walked “onto an empty airplane for no reason.”,"7, August 2024",Instagram posts,false
837,Ciara O'Rourke,“Police found human remains and evidence of cannibalism” at  Oprah Winfrey’s home.,"7, August 2024",Viral image,pants-fire
838,Ciara O'Rourke,"“Michael Jordan rejects $400 million Disney offer, stating, ‘I do not collaborate with companies aligned with woke ideologies.’”","7, August 2024",Facebook posts,false
839,Ciara O'Rourke,“Scientists at Exeter University have reconstructed this 3D model of how Moses might have looked.”,"7, August 2024",Viral image,false
840,Amy Sherman,"During the 2020 Minnesota riots after George Floyd’s murder, Gov. Tim Walz didn’t call in the National Guard, “so, I sent in the National Guard to save Minneapolis.”","7, August 2024",Donald Trump,false
841,Ciara O'Rourke,"“Elon Musk calls for ban on ‘The View,’ ‘I’d rather walk barefoot on hot asphalt than watch ‘The View.’”","7, August 2024",Facebook posts,false
842,Amy Sherman,Kamala Harris “supports mandatory gun confiscation.”,"7, August 2024",Donald Trump,barely-true
843,Louis Jacobson,Donald Trump “intends to cut” Medicare.,"7, August 2024",Kamala Harris,barely-true
844,Hope Karnopp,"Eric Hovde “wants to repeal the Affordable Care Act, and kick millions off their health insurance.”","7, August 2024",Tammy Baldwin,true
845,Jeff Cercone,Tim Walz “changed the Minnesota flag so it could resemble the Somalian flag.”,"6, August 2024",X posts,false
846,Ciara O'Rourke,"“Elon Musk backs Caitlin Clark, offers $10 million endorsement.”","6, August 2024",Facebook posts,false
847,Sabine Martin,"Kamala Harris’ X post said the Olympics’ opening ceremony “made France look great! America, this is what we need to strive towards!”","6, August 2024",Social Media,false
848,Ciara O'Rourke,Photo shows Israeli swimmers protesting Olympic rules by spelling out “bring them home.”,"6, August 2024",Facebook posts,false
849,Jeff Cercone,“Nowhere on her birth certificate does it say that she is BLACK OR AFRICAN. …  Kamala Harris is NOT black and never has been.”,"6, August 2024",Laura Loomer,false
850,Louis Jacobson,"""Since Vice President Harris and I took office … incomes have risen faster than prices.""","6, August 2024",Joe Biden,mostly-true
851,Ciara O'Rourke,Video shows a “strong tornado in Atlanta.”,"5, August 2024",Viral image,false
852,Ciara O'Rourke,Says Simone Biles “announces retirement” and “reveals she is ‘expecting a baby.’”,"5, August 2024",Facebook posts,false
853,Jeff Cercone,"Olympic air pistol shooting medalist took up the sport during his divorce and told his ex-wife from the podium, “I want my dog back.”","5, August 2024",Instagram posts,false
854,Kwasi Gyamfi,"""Samsung drops out of $1 billion advertising campaign with Olympics.""","August • 2,",Facebook posts,false
855,Marta Campabadal,"""Mark Zuckerberg, CEO de Meta, ha retirado la verificación” de Nicolás Maduro en Facebook e Instagram.","August • 2,",Facebook posts,false
856,Maria Briceño,El 31 de julio de 2024 confirmaron el fallecimiento del expresidente Donald Trump en un accidente de helicóptero.,"2, August 2024",Facebook posts,false
857,Jill Terreri,Biden Executive Order 14019  “requires our taxpayer-funded federal agencies to violate the Hatch Act and engage in illegal vote harvesting.”,"August • 2,",Claudia Tenney,pants-fire
858,Sara Swann,Vice President Kamala Harris “was born in Canada.”,"1, August 2024",Threads posts,pants-fire
859,Ciara O'Rourke,Switzerland “no longer recognizes Islam as an official religion.”,"31, July 2024",Threads posts,false
860,Ciara O'Rourke,“Netflix loses 6 million subscribers within hours of donation announcement.”,"31, July 2024",Facebook posts,false
861,Maria Briceño,“Estados Unidos decide INVADIR VENEZUELA”.,"31, July 2024",Facebook posts,false
862,Ciara O'Rourke,President Joe Biden “killed his first wife.”,"31, July 2024",Instagram posts,pants-fire
863,Samantha Putterman,"Kamala Harris was “Indian all the way, and then all of a sudden, she made a turn and she went, she became a Black person.”","31, July 2024",Donald Trump,pants-fire
864,Louis Jacobson,"""Donald Trump intends to cut Social Security.""","31, July 2024",Kamala Harris,barely-true
865,Louis Jacobson,"“Even before the pandemic, America went into a manufacturing recession.”","31, July 2024",Pete Buttigieg,mostly-true
866,Madison Czopek,Video shows that “JD Vance endorses Project 2025.”,"31, July 2024",Kamala Harris,false
867,Kwasi Gyamfi,"""Kamala just launched her presidential campaign on RuPaul's Drag Race.""","July • 31,",Social Media,false
868,Ciara O'Rourke,"Says Kamala Harris tweeted, “It’s BLACK LIVES MATTER, not ‘Biden Loves Minors!’”","31, July 2024",Viral image,false
869,Ciara O'Rourke,Says Kamala Harris proposed on X that “we have the next debate at a venue Donald Trump feels more comfortable: Jeffrey Epstein’s townhouse.”,"31, July 2024",Viral image,false
870,Stephanie Armour,Vice President Kamala Harris “endorsed free taxpayer-funded government health care for all illegal aliens.”,"31, July 2024",Donald Trump,barely-true
871,Loreben Tuquero,Sen. JD Vance is “known for his obsession with couches.”,"31, July 2024",JB Pritzker,pants-fire
872,Maria Briceño,Este video muestra un robo de votos en la elección del 2024 en Venezuela.,"30, July 2024",Instagram posts,false
873,Sara Swann,Video shows “thousands of Christians in France gathered to pray after Olympics opening mocked Jesus Christ.”,"30, July 2024",Instagram posts,false
874,Grace Abels,Project 2025 would end gay marriage.,"30, July 2024",Social Media,false
875,Mia Penner,“Netflix stock tumbles almost 40%” after the company donated to Kamala Harris’ campaign.,"30, July 2024",Facebook posts,false
876,Samantha Putterman,Vice President Kamala Harris is “calling for an end to the child tax credit.”,"30, July 2024",JD Vance,pants-fire
877,Maria Briceño,Video shows “several masked men stormed a local voting station and stole the ballot boxes” in Venezuela’s 2024 election.,"30, July 2024",X posts,false
878,Amy Sherman,Kamala Harris “wants to defund the police.”,"30, July 2024",Donald Trump,barely-true
879,Loreben Tuquero,“100 million ballots (Democrats) prefilled now have the wrong name.”,"29, July 2024",Social Media,false
880,Jeff Cercone,"""Mike Pence endorsed Kamala Harris.”","29, July 2024",TikTok posts,false
881,Sara Swann,"Kamala Harris said, “Today we celebrate the Olympics. Because Olympians are Olympic.”","29, July 2024",Threads posts,pants-fire
882,Amy Sherman,Kamala Harris “supported abolishing ICE.”,"29, July 2024",Donald Trump,false
883,Sara Swann,Rose Garden video shows that President Joe Biden was taller when he emerged from July 24 Oval Office speech.,"26, July 2024",Instagram posts,pants-fire
884,Louis Jacobson,"“Today, America has record energy production and we are energy independent.”","26, July 2024",Kamala Harris,mostly-true
885,Marta Campabadal,"""Taylor Swift y Beyoncé se unen para un concierto épico en apoyo a Kamala Harris!"".","July • 26,",X posts,false
886,Jeff Cercone,ABC News reporter said “government tried to kill” former President Donald Trump.,"26, July 2024",Social Media,false
887,Kwasi Gyamfi,"Thomas Matthew Crooks worked for BlackRock ""in the past"" and BlackRock owned the building Crooks stood on when he shot at the Trump campaign rally.","July • 26,",Facebook posts,false
888,Marta Campabadal,"Bruce Willis murió, 23 de julio de 2024.","July • 25,",Facebook posts,false
889,Loreben Tuquero,"Financial advisory company Austin Private Wealth shorted 12 million shares of Trump Media July 12, the day before former President Donald Trump’s attempted assassination.","25, July 2024",Instagram posts,false
890,Ciara O'Rourke,Video shows President Joe Biden’s July 24 address is “either CGI or a mask.”,"25, July 2024",Viral image,pants-fire
891,Jeff Cercone,Videos show Jill Biden alone in Paris and at White House with Joe Biden at the same time.,"25, July 2024",X posts,pants-fire
892,Marta Campabadal,Imágenes muestran a la subdirectora del FBI Janeen DiGuiseppi sentada detrás del expresidente Donald Trump durante su intento de asesinato.,"July • 25,",X posts,false
893,Ciara O'Rourke,"Says Bruce Willis died, as of July 23, 2024.","25, July 2024",Viral image,false
894,Ciara O'Rourke,Says Taylor Swift “announced a fund raising concert with Beyoncé in support of Harris” on July 23.,"25, July 2024",Threads posts,false
895,Ciara O'Rourke,Image shows former President Donald Trump golfing July 23 with “no wound. No bandage.”,"25, July 2024",Viral image,false
896,Ciara O'Rourke,President Joe Biden is stepping down from the 2024 presidential race because he’s dead.,"25, July 2024",Instagram posts,pants-fire
897,Marta Campabadal,"""Muere la madre de Michelle Obama, deja herencia a 'Mi hijo Michael'"".","July • 25,",X posts,pants-fire
898,Sara Swann,"Usha Vance, wife of Republican vice presidential nominee JD Vance, posted on X that Vice President Kamala Harris was “absolutely a DEI hire.”","24, July 2024",Threads posts,false
899,Ciara O'Rourke,Photo shows “Thomas Matthew Crooks wearing a quipá.”,"24, July 2024",Viral image,false
900,Madison Czopek,"The death of Rep. Sheila Jackson Lee, D-Texas, six days after the Trump rally shooting was linked to her “oversight of the Secret Service.”","24, July 2024",X posts,false
901,Mia Penner,"As of July 23, 2024, “Trump has announced he won’t debate Kamala Harris.”","24, July 2024",Threads posts,false
902,Ranjan Jindal,Starbucks was an “official sponsor of the RNC.”,"24, July 2024",Facebook posts,false
903,Marta Campabadal,"""Kamala Harris no es elegible para postularse para la presidencia. Ninguno de sus padres eran ciudadanos estadounidenses natos cuando ella nació"".","July • 24,",X posts,pants-fire
904,Ciara O'Rourke,"“Michelle Obama’s mother dies, leaves inheritance to ‘my son Michael.’”","24, July 2024",Viral image,pants-fire
905,Samantha Putterman,Project 2025 calls for restricting “access to IVF and contraception.”,"24, July 2024",Kamala Harris,barely-true
906,Maria Ramirez,"President Joe Biden appointed ""Kamala Harris to be his border czar to deal with illegal immigration … Harris was put in charge of stopping illegal immigration.""","July • 24,",Republican National Committee,barely-true
907,Kwasi Gyamfi,Images show FBI assistant director Janeen DiGuiseppi seated behind former President Donald Trump during his assassination attempt.,"July • 23,",Facebook posts,false
908,Ciara O'Rourke,"Fox News aired a chyron that said, “Kamala could be the oldest elected female president.”","23, July 2024",Viral image,pants-fire
909,Loreben Tuquero,The absence of the presidential seal on President Joe Biden’s letter announcing his exit from the presidential race proves “this wasn’t Biden’s choice.”,"23, July 2024",X posts,false
910,Ranjan Jindal,Photo shows Trump shooter Thomas Matthew Crooks was transgender.,"23, July 2024",Instagram posts,false
911,Ranjan Jindal,There are nine states “where Biden’s name can’t be removed and no one can be added. That’s over 130 electoral votes in the toilet.”,"23, July 2024",Instagram posts,false
912,Madison Czopek,“The state of Washington has already sent out their ballots” for the 2024 presidential election.,"23, July 2024",Instagram posts,false
913,Mia Penner,"Former President Jimmy Carter “passed away Tuesday, July 23, at 01:34 am at his home in Plains, Georgia at the age of 99.”","23, July 2024",X posts,false
914,Louis Jacobson,Project 2025 would “end Head Start.”,"23, July 2024",Kamala Harris,true
915,Ciara O'Rourke,"Says former President Donald Trump said, “It took my entire ear off. The whole ear.”","22, July 2024",Viral image,false
916,Sara Swann,"Kamala Harris “returned” a $5,000 donation Donald Trump made to her campaign in 2011.","22, July 2024",Threads posts,false
917,Jeff Cercone,Kamala Harris “is not eligible to hold the office of president” because her parents were non-citizens.,"22, July 2024",Instagram posts,pants-fire
918,Loreben Tuquero,A July 21 video aired by PBS News shows President Joe Biden’s “first video address following dropping out of the presidential race.”,"22, July 2024",X posts,pants-fire
919,Kwasi Gyamfi,Bill Gates is responsible for July 19 global tech outage.,"July • 19,",X posts,false
920,Mia Penner,"An executive of the gay dating app Grindr said the Republican National Convention is ""basically Grindr’s Super Bowl.'”","19, July 2024",X posts,false
921,Mia Penner,A photo shows a Secret Service sniper at the July 13 Trump rally wearing a red string bracelet tied to Kabbalah Judaism.,"19, July 2024",Facebook posts,false
922,Madeline Heim,"After being shot at a Milwaukee rally in 1912, former President Teddy Roosevelt “finished his speech and he kept fighting.”","18, July 2024",Donald Trump Jr.,mostly-true
923,Amy Sherman,"""Unlike Mike Pence, (JD) Vance said he would have carried out Trump's plan to overturn the 2020 election.""","18, July 2024",Kamala Harris,mostly-true
924,Mia Penner,A photo shows proof of a bullet hole in Trump’s jacket.,"17, July 2024",Facebook posts,false
925,Madeline Heim,"Milwaukee's Marcus Performing Arts Center – where 'The Daily Show' had been scheduled – “was originally located in the ‘soft perimeter,’ they called it, security-wise” but “was shifted, understandably so, to the ‘hard perimeter.’”","17, July 2024",Jon Stewart,false
926,Amy Sherman,"“Just last week, Ruben Gallego voted to let the millions of people who poured into our country illegally cast a ballot in this upcoming election.”","17, July 2024",Kari Lake,false
927,Kwasi Gyamfi,The Secret Service staged the July 13 shooting at Trump rally.,"July • 17,",Threads posts,pants-fire
928,Kwasi Gyamfi,Video shows Donald Trump sleeping at the Republican National Convention’s first night.,"July • 17,",X posts,false
929,Loreben Tuquero,"Photo shows that two days after former President Donald Trump’s attempted assassination, the top part of his ear “grew back.”","16, July 2024",Threads posts,pants-fire
930,Loreben Tuquero,The shooter who attempted to assassinate Donald Trump was “Maxwell Yearick.”,"16, July 2024",Instagram posts,pants-fire
931,Sara Swann,Photos show former President Donald Trump golfing after being shot.,"16, July 2024",Social Media,false
932,Mia Penner,Switzerland banned mammograms.,"16, July 2024",Instagram posts,false
933,Ranjan Jindal,Trump campaign rally gunman Thomas Matthew Crooks was “arrested more than once.”,"16, July 2024",Threads posts,false
934,Madison Czopek,"A Secret Service agent named Jonathan Willis said he “had the assassin in his sights for 3 minutes, but he was told not to engage by the head of the (Secret Service) unit.”","15, July 2024",Instagram posts,false
935,Loreben Tuquero,"Photo shows the Instagram account of shooter Thomas Matthew Crooks, with the bio, “In my quest to end Epsteins evil empire.”","15, July 2024",Threads posts,false
936,Ranjan Jindal,Video shows Trump gunman Thomas Matthew Crooks yelling “slash Republican throats”,"15, July 2024",X posts,false
937,Sara Swann,"Photo shows Barron Trump on July 13, 2024, at Butler, Pennsylvania, rally.","15, July 2024",Threads posts,false
938,Grace Abels,Thomas Crooks “was a registered Democrat who voted for Clinton and Biden.”,"15, July 2024",Facebook posts,pants-fire
939,Loreben Tuquero,Photo shows Secret Service agents smiling while escorting Donald Trump offstage after assassination attempt.,"15, July 2024",Threads posts,pants-fire
940,Marta Campabadal,"Donald Trump escenificó el tiroteo en su mitin en Butler, Pensilvania.","July • 15,",X posts,pants-fire
941,Louis Jacobson,“The idea that there’s political violence or violence in America like this is just unheard of.”,"15, July 2024",Joe Biden,false
942,Maria Briceño,"Estas imágenes muestran a Thomas Matthew Crooks, el sospechoso del tiroteo en el mitin de Donald Trump.","15, July 2024",Social Media,pants-fire
943,Kwasi Gyamfi,A photo from viral social media posts shows Trump rally shooting suspect Thomas Matthew Crooks.,"July • 14,",Social Media,pants-fire
944,Samantha Putterman,"Donald Trump staged the shooting at his rally in Butler, Pennsylvania.","14, July 2024",Social Media,pants-fire
945,Maria Ramirez,"“El que disparo Donald Trump, Mark Violets ha sido asesinado.”","July • 14,",Instagram posts,pants-fire
946,Maria Ramirez,“Butler Police confirm the shooter’s name is Mark Violets. He is a known Antifa extremist.”,"July • 14,",Facebook posts,pants-fire
947,Loreben Tuquero,"“Trump rally shooter has been identified as 32-year-old California resident, Hank Pecker.”","14, July 2024",Threads posts,pants-fire
948,D.L. Davis,"""The Trump administration handed out taxpayer dollars to a foreign company. Hundreds of homes and farms were bulldozed, and over $500 million in taxpayer dollars were wasted preparing for Foxconn.""","13, July 2024",Joe Biden,half-true
949,Jeff Cercone,"""Project 2025 eliminates OSHA and overtime wages.”","12, July 2024",Threads posts,false
950,Jacob Gardenswartz,"Lower insulin prices were the work of the Trump administration, not “Crooked Joe Biden. He had NOTHING to do with it.”","12, July 2024",Donald Trump,false
951,Loreben Tuquero,"BBC News published a graphic quoting President Joe Biden saying, “Let me say this as clearly and simply as I can: [inaudible].”","12, July 2024",Social Media,false
952,Kwasi Gyamfi,"“Anyone on Social Security or Disability should know, Project 2025 totally eliminates
all benefits.”","July • 12,",D.L. Hughley,false
953,Loreben Tuquero,List shows settlements Donald Trump made to 10- to 13-year-old victims of child sex crimes.,"12, July 2024",Threads posts,false
954,Ranjan Jindal,CNN producer “caught on hot mic” commenting on Maxine Waters’ “wig problem.”,"12, July 2024",Instagram posts,false
955,Madison Czopek,"In 2020, “only nine NATO allies were spending 2%” of their GDP on defense. “This year, 23 will spend at least 2%.”","12, July 2024",Joe Biden,mostly-true
956,Maria Ramirez,"“(Homeland Security Secretary Alejandro) Mayorkas said, ‘Hey you don’t have to detain aggravated felons,’ those are rapists, child predators, you know, murderers.”","July • 11,",Michael McCaul,barely-true
957,Grace Abels,LGBTQ+ leaders sign World Economic Forum treaty to “Accept Pedophiles as 'Legally Protected Minority’”,"11, July 2024",X posts,pants-fire
958,Mia Penner,Official Navy photographs show an unidentified flying object in the Arctic Ocean in 1971.,"11, July 2024",Facebook posts,false
959,Loreben Tuquero,“Every single McDonald’s french fry comes exclusively from potatoes grown on Bill Gates-owned farmland.”,"11, July 2024",Facebook posts,false
960,Samantha Putterman,"Black women in the U.S. are “three to four times more likely to die in connection with childbirth than other women.""","11, July 2024",Kamala Harris,true
961,Hope Karnopp,“Deadlines have passed in … Wisconsin” to replace President Joe Biden on the ballot.,"11, July 2024",X posts,false
962,Louis Jacobson,"Kamala Harris ""co-sponsored, fully sponsored"" the Green New Deal.","10, July 2024",Byron Donalds,true
963,Jeff Cercone,"""Miami Dolphins QB Tua Tagovailoa” had a “front-row seat” reserved at Donald Trump’s Miami rally.","10, July 2024",TikTok posts,false
964,Ciara O'Rourke,Video shows Elon Musk saying Oreos are “satanic.”,"10, July 2024",Viral image,pants-fire
965,Matt Volz,"“Elective abortions up to and including the moment of birth. Healthy, 9-month-year-old baby killed at the moment of birth. That’s what Jon Tester and the Democrats have voted for.”","10, July 2024",Tim Sheehy,false
966,Grace Abels,"Video shows “huge green coloured meteor” on July 7, 2024, in Budapest, Hungary.","9, July 2024",Threads posts,false
967,Madison Czopek,CNN reported July 3 that “Joe has decided to drop out of the 2024 Presidential race and will be replaced by Hunter Biden.”,"9, July 2024",Threads posts,false
968,Kwasi Gyamfi,“The New York Times has closed its main Threads account.”,"July • 9,",Threads posts,false
969,Ciara O'Rourke,“Officially; Lia Thomas has lost every title.”,"9, July 2024",Viral image,false
970,Madison Czopek,Video shows tornado caused by Hurricane Beryl in July 2024.,"9, July 2024",Facebook posts,false
971,Maria Briceño,"La compañía Fisher-Price creó un juguete ""Ouija para niños”.","9, July 2024",Facebook posts,false
972,Ciara O'Rourke,"Video shows “Florida beach tornado” July 7, 2024","8, July 2024",Viral image,false
973,Loreben Tuquero,Photo shows Mount Etna erupting in Sicily in July 2024.,"8, July 2024",Facebook posts,false
974,Ranjan Jindal,President Joe Biden had a “medical emergency on Air Force One” on July 5.,"8, July 2024",Instagram posts,false
975,Ciara O'Rourke,The Associated Press reported “prosecutors are reconsidering bringing charges against former President Donald J. Trump on child rape and molestation charges.”,"8, July 2024",Threads posts,false
976,Jeff Cercone,Project 2025 mandates women carry “period passports” to “track their menstrual cycles” and “monitor pregnancies.”,"8, July 2024",Threads posts,false
977,Ciara O'Rourke,“Roundabouts are causing tornadoes.”,"5, July 2024",Viral image,false
978,Ciara O'Rourke,"A McDonald’s billboard said, “Hey crypto bro’s we are hiring.”","5, July 2024",Viral image,false
979,Ciara O'Rourke,"“In official capacity, Biden orders DOJ to arrest 6 justices of SCOTUS.”","5, July 2024",Viral image,pants-fire
980,Maria Briceño,"La comunidad de hispanos se puede beneficiar de una ""Nueva ley de prosperidad nacional elimina hasta 47,000 en deudas de tarjetas de crédito"".","5, July 2024",Facebook posts,false
981,Ciara O'Rourke,"Photo shows “Roman tidal baths in Malta, still at sea level after thousands of years!”","5, July 2024",Facebook posts,false
982,Ciara O'Rourke,“Disney and Google bought the rights to the first King James Bible.”,"5, July 2024",Facebook posts,false
983,Jeff Cercone,"""For 18 months under President Trump, not a single American was harmed in Afghanistan.”","5, July 2024",Brigitte Gabriel,false
984,Samantha Putterman,C-sections are coded as abortions in hospitals.,"5, July 2024",Threads posts,false
985,Maria Briceño,"""Huracán Beryl pasado por la isla Canarias todo quedo bajo Agua y Horacio por todo la isla afectada "".","3, July 2024",Threads posts,false
986,Ciara O'Rourke,“Riley Gaines won $10 million against Whoopi Goldberg for defaming her reputation.”,"3, July 2024",Facebook posts,false
987,Marta Campabadal,"Activistas de Just Stop Oil ""han rociado con pintura naranja el avión de Taylor Swift, en el aeródromo privado de Stansted, en el Reino Unido"".","July • 3,",Facebook posts,false
988,Grace Abels,"""Malaysia Airlines Flight MH370 returns after 10-year mystery""","3, July 2024",Facebook posts,false
989,Maria Briceño,"“En la última conferencia médica en Estados Unidos, el Dr. Juan Rivera presentó una nueva terapia que ha sido validada y demostrada efectiva para manejar el tinnitus”.","3, July 2024",Facebook posts,pants-fire
990,Jeff Cercone,"""President Zelenskyy’s wife orders 4 million dollar Bugatti” in Paris with U.S. tax money.","3, July 2024",Instagram posts,false
991,Sophie Carson,“Planes full of unvetted ‘refugees’ are being accepted at the Milw. & Madison airports!”,"3, July 2024",Juneau County Wisconsin Republicans .,pants-fire
992,Ciara O'Rourke,Video shows Dr. Ben Carson promoting an erectile dysfunction treatment.,"3, July 2024",Viral image,false
993,Ciara O'Rourke,“WNBA organizers have officially announced an investigation into the referees in all of Caitlin Clark's games for ignoring all dirty actions by her opponents against her.”,"3, July 2024",Facebook posts,false
994,Ciara O'Rourke,Michael J. Fox “doesn’t have Parkinson’s disease.”,"3, July 2024",Viral image,pants-fire
995,Ciara O'Rourke,“Just Stop Oil activists paint Taylor Swift’s private jets.”,"3, July 2024",Viral image,false
996,Ciara O'Rourke,"“R. Kelly has been released from United States of America Federal Prison, Chicago.”","3, July 2024",Instagram posts,false
997,Maria Ramirez,"Border Patrol agents take migrants ""to the Yuma airport, put them on a plane to any destination they want. ... And they pay their ticket. And then they get reimbursement from FEMA.""","July • 3,",Robert F. Kennedy Jr.,false
998,Maria Briceño,El 30 de junio de 2024  falleció el expresidente de Estados Unidos Barack Obama.,"2, July 2024",Facebook posts,false
999,Mia Penner,"A 2019 clip from the show “Project Runway,” with a face mask and a designer named Kovid, is proof that the COVID-19 pandemic was a hoax.","2, July 2024",Instagram posts,false
1000,Ciara O'Rourke,"Photo shows a missing child in Pike County, Missouri.","2, July 2024",Facebook posts,false
1001,Jeff Cercone,The city of San Francisco posted street signs warning that “stolen goods must remain under $950.”,"2, July 2024",Instagram posts,false
1002,Grace Abels,"“Gordon Ramsay kicks Lia Thomas out of his restaurant, 'Dine in some woke place.'""","2, July 2024",Facebook posts,false
1003,Amy Sherman,"“The weapons that Ukraine used in the early days of this war to fend off the Russian invasion are the weapons that Donald Trump sent, that Barack Obama and Joe Biden had refused to send.”","2, July 2024",Tom Cotton,half-true
1004,Grace Abels,A jury “ordered Disney and Lucasfilm to pay” actor Gina Carano $115 million.,"1, July 2024",Facebook posts,false
1005,Sara Swann,"Says as of June 30, “the decision has been made that (President Joe Biden) will quit the campaign.”","1, July 2024",Bill O'Reilly,false
1006,Marta Campabadal,"“Nuevo programa en línea está enviando a estudiantes laptops Apple gratis y subvenciones en efectivo"".","July • 1,",Facebook posts,false
1007,Mia Penner,"Chiefs' Coach Andy Reid ""fires 3 top players for anthem kneeling.""","1, July 2024",Facebook posts,false
1008,Jeff Cercone,"""No live audience” at CNN debate means “We are watching a scripted movie.”","1, July 2024",Instagram posts,false
1009,Jeff Cercone,"""There were 42,000 people diagnosed with (an) STD in Houston” in one week.","28, June 2024",Instagram posts,false
1010,Grace Abels,“Actor and comedian Tim Allen died suddenly” in a “fatal car accident.”,"28, June 2024",Facebook posts,false
1011,Madison Czopek,The Gates Foundation “awarded $9.5 million to UW-Madison to make H5N1 bird flu transmissible to humans.”,"28, June 2024",Instagram posts,false
1012,Vanessa Swales,“Under (the Biden) administration we have witnessed the fastest growth of Black-owned small businesses in more than 30 years.”,"28, June 2024",David Crowley,true
1013,Mia Penner,"CNN's David Chalian referred to Michelle Obama as ""Big Mike"" on air during presidential debate coverage.","28, June 2024",TikTok posts,false
1014,Ranjan Jindal,Photo shows a Houston woman baking bread in her mailbox.,"28, June 2024",Facebook posts,false
1015,Hope Karnopp,Wisconsin had a “record-breaking year” for tourism in 2023.,"28, June 2024",Tony Evers,true
1016,Jeff Cercone,"“CNN will implement a 1-2 minute delay for tonight’s presidential debate instead of the standard 7-second delay, potentially allowing time to edit parts of the broadcast.”","28, June 2024",X posts,false
1017,Jeff Cercone,"""Hospitals murdered patients” with remdesivir, a drug banned from Ebola trials because of “53% kill rate.”","27, June 2024",Instagram posts,false
1018,Madison Czopek,"“Starting from June 2024, the United States will provide a six-month free CDL course.”","27, June 2024",Facebook posts,false
1019,Mia Penner,Former President Donald Trump is “against mail in voting.”,"26, June 2024",Pennsylvania Values PAC,half-true
